	diseaseId	diseaseName	diseaseType	diseaseClass	diseaseSemanticType	autism_subtype_broad	n_genes	is_autism	Degree_Centrality	Betweenness_Centrality	Degree
4417	C3149711	PHEOCHROMOCYTOMA, SUSCEPTIBILITY TO	phenotype		Finding	Not Autism	7	False	0.0037809015996122155	0.00026704083279969386	39
4418	C3150974	HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 3	disease		Finding	Not Autism	1	False	0.0024236548715462916	0.00022750858007809866	25
4419	C0270726	Alexander Disease	disease	C10;C16;C18	Disease or Syndrome	Not Autism	1	False	0.000290838584585555	0.0	3
4420	C0392622	Toxic effect of carbon tetrachloride	disease	C25	Injury or Poisoning	Not Autism	2	False	0.0007755695588948134	0.00014868091044451906	8
4421	C2751320	Myopathy, Mitochondrial Progressive, With Congenital Cataract, Hearing Loss, And Developmental Delay	disease	C05;C09;C10;C11;C18;C23;F03	Disease or Syndrome	Not Autism	1	False	9.694619486185167e-05	0.0	1
4422	C1842930	Neutropenia, Nonimmune Chronic Idiopathic, Adult	disease	C15;C16	Disease or Syndrome	Not Autism	1	False	0.00019389238972370335	0.0	2
4423	C2751288	Neutropenia, Severe Congenital, Autosomal Dominant 2	disease	C15	Disease or Syndrome	Not Autism	1	False	0.00019389238972370335	0.0	2
4424	C3552335	MYASTHENIC SYNDROME, CONGENITAL, 12	disease		Disease or Syndrome	Not Autism	1	False	9.694619486185167e-05	0.0	1
4425	C1835813	Pseudoxanthoma Elasticum-Like Disorder with Multiple Coagulation Factor Deficiency	disease	C14;C15;C16;C17	Disease or Syndrome	Not Autism	1	False	0.00019389238972370335	0.0	2
4426	C1848534	VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 1	disease	C15;C16	Disease or Syndrome	Not Autism	2	False	0.00058167716917111	2.2246578776426943e-06	6
4427	C0268524	gamma-Glutamyltransferase deficiency	disease	C16;C18	Disease or Syndrome	Not Autism	1	False	0.00019389238972370335	0.0	2
4428	C2931009	Congenital disorder of glycosylation type 2D	disease	C16;C18	Disease or Syndrome	Not Autism	1	False	0.0	0.0	0
4429	C0001206	Acromegaly	disease	C05;C10;C19	Disease or Syndrome	Not Autism	5	False	0.004265632573921474	0.0005465459582220123	44
4430	C0242528	Azotemia	disease	C12;C13;C23	Disease or Syndrome	Not Autism	2	False	0.0012603005332040718	0.0017610851867901054	13
4431	C0271567	Isolated Growth Hormone Deficiency, Type II	disease	C05;C10;C19	Disease or Syndrome	Not Autism	2	False	0.00058167716917111	9.819773076746039e-05	6
4432	C0342573	PITUITARY DWARFISM I	disease	C05;C10;C19	Congenital Abnormality	Not Autism	2	False	0.0003877847794474067	0.0	4
4433	C0346302	Growth Hormone-Secreting Pituitary Adenoma	disease	C04;C10;C19	Neoplastic Process	Not Autism	5	False	0.004847309743092583	0.00028096442755190217	50
4434	C1849779	Kowarski syndrome	disease	C05;C10;C19	Disease or Syndrome	Not Autism	1	False	0.0014541929229277752	0.00010904993694465438	15
4435	C2748571	Isolated Growth Hormone Deficiency, Type IB	disease	C05;C10;C16;C19	Disease or Syndrome	Not Autism	2	False	0.0004847309743092584	6.77459074744725e-05	5
4436	C3489630	Somatotrophinoma, Familial	disease	C04;C10;C19	Neoplastic Process	Not Autism	5	False	0.004847309743092583	0.00028096442755190217	50
4437	C0271568	Laron Syndrome	disease	C05;C16;C19	Disease or Syndrome	Not Autism	1	False	0.00019389238972370335	2.526094021002862e-05	2
4438	C1858656	Short Stature, Idiopathic, Autosomal	disease	C05;C10;C19	Disease or Syndrome	Not Autism	2	False	0.000290838584585555	1.137721694332027e-06	3
4439	C0012243	Digestive System Neoplasms	group	C04;C06	Neoplastic Process	Not Autism	2	False	0.000290838584585555	6.224124806064398e-05	3
4440	C0751075	Cancer of Digestive System	group	C04;C06	Neoplastic Process	Not Autism	2	False	0.000290838584585555	6.224124806064398e-05	3
4441	C0340957	Congenital deficiency of intrinsic factor	disease		Congenital Abnormality	Not Autism	1	False	9.694619486185167e-05	0.0	1
4442	C1394891	Intrinsic Factor Deficiency	disease	C15;C18	Disease or Syndrome	Not Autism	1	False	9.694619486185167e-05	0.0	1
4443	C0010051	Coronary Aneurysm	disease	C14	Disease or Syndrome	Not Autism	3	False	0.0012603005332040718	0.0	13
4444	C0018522	Hallermann's Syndrome	disease	C05;C16	Disease or Syndrome	Not Autism	1	False	0.0015511391177896268	9.421833259268785e-06	16
4445	C0265292	Schwartz-Lelek syndrome	disease	C05;C16	Congenital Abnormality	Not Autism	2	False	0.0016480853126514784	0.0001230926485321203	17
4446	C0812437	Oculo-dento-digital syndrome	disease	C05;C07;C11;C16	Congenital Abnormality	Not Autism	4	False	0.003005332040717402	0.0008643652357258351	31
4447	C1851480	Greither Disease	disease	C16;C17	Disease or Syndrome	Not Autism	3	False	0.00232670867668444	8.743354299223299e-05	24
4448	C1861366	SYNDACTYLY, TYPE III	disease	C05;C16	Disease or Syndrome	Not Autism	1	False	0.0015511391177896268	9.421833259268785e-06	16
4449	C1863093	Alopecia congenita keratosis palmoplantaris	disease	C16;C17;C23	Disease or Syndrome	Not Autism	1	False	0.0015511391177896268	9.421833259268785e-06	16
4450	C2749477	Oculodentodigital Dysplasia, Autosomal Recessive	disease	C05;C07;C11;C16	Disease or Syndrome	Not Autism	1	False	0.0015511391177896268	9.421833259268785e-06	16
4451	C2931244	Craniometaphyseal dysplasia, autosomal recessive type	disease	C05;C16	Disease or Syndrome	Not Autism	1	False	0.0015511391177896268	9.421833259268785e-06	16
4452	C2931577	Basaran Yilmaz syndrome	disease	C16;C17;C23	Disease or Syndrome	Not Autism	1	False	0.0015511391177896268	9.421833259268785e-06	16
4453	C3151468	PALMOPLANTAR KERATODERMA AND CONGENITAL ALOPECIA 1	disease		Disease or Syndrome	Not Autism	1	False	0.0015511391177896268	9.421833259268785e-06	16
4454	C3275750	ATRIOVENTRICULAR SEPTAL DEFECT 3	disease		Disease or Syndrome	Not Autism	1	False	0.0015511391177896268	9.421833259268785e-06	16
4455	C4479619	ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA 3	disease		Disease or Syndrome	Not Autism	1	False	0.0015511391177896268	9.421833259268785e-06	16
4456	C1866078	Cataract, Zonular Pulverulent 3	disease	C11	Disease or Syndrome	Not Autism	1	False	0.000290838584585555	6.715858995639999e-07	3
4457	C1838539	CARDIOMYOPATHY, FAMILIAL, WITH CONDUCTION DISTURBANCE	disease	C14;C16;C23	Disease or Syndrome	Not Autism	3	False	0.0022297624818225885	0.00033093914059010063	23
4458	C2675897	Chromosome 1q21.1 Deletion Syndrome, 1.35-Mb	disease	C05;C10;C16;C23	Congenital Abnormality	Not Autism	2	False	0.0003877847794474067	1.5765109275271095e-05	4
4459	C3279693	ATRIAL FIBRILLATION, FAMILIAL, 11	disease		Disease or Syndrome	Not Autism	1	False	0.00019389238972370335	0.0	2
4460	C1861828	Cataract, Zonular Pulverulent 1	disease	C11	Disease or Syndrome	Not Autism	1	False	0.00058167716917111	2.5454037632393865e-05	6
4461	C1866984	Sclerocornea, Autosomal Dominant	disease	C11	Disease or Syndrome	Not Autism	1	False	0.00058167716917111	2.5454037632393865e-05	6
4462	C0393808	Charcot-Marie-Tooth disease, X-linked, 1	disease	C10;C16	Disease or Syndrome	Not Autism	1	False	0.00019389238972370335	3.8756394878231914e-07	2
4463	C0007642	Cellulitis	phenotype	C01;C17;C23	Pathologic Function	Not Autism	1	False	0.0017450315075133302	0.0	18
4464	C0020757	Ichthyoses	disease	C16;C17	Disease or Syndrome	Not Autism	3	False	0.0019389238972370335	0.00014865271201669426	20
4465	C0022568	Keratitis	disease	C11	Disease or Syndrome	Not Autism	3	False	0.003199224430441105	0.0017697037150627812	33
4466	C0025221	Meleda Disease	disease	C16;C17	Congenital Abnormality; Disease or Syndrome	Not Autism	3	False	0.002132816286960737	0.0003097227319819671	22
4467	C0031557	Phlegmon	phenotype	C01;C17;C23	Pathologic Function	Not Autism	1	False	0.0017450315075133302	0.0	18
4468	C0043345	Xeroderma	disease	C16;C17	Disease or Syndrome	Not Autism	3	False	0.0019389238972370335	0.00014865271201669426	20
4469	C0162836	Hidradenitis Suppurativa	disease	C01;C17	Disease or Syndrome	Not Autism	1	False	0.0017450315075133302	0.0	18
4470	C0265336	Senter syndrome	disease	C09;C10;C11;C16;C17;C23	Disease or Syndrome	Not Autism	2	False	0.0025206010664081437	5.777797755001163e-05	26
4471	C0265964	Mutilating keratoderma	disease	C05;C09;C10;C16;C17;C23	Congenital Abnormality	Not Autism	1	False	0.0017450315075133302	0.0	18
4472	C0266004	Knuckle pads, leuconychia and sensorineural deafness	disease	C09;C10;C16;C17;C23	Congenital Abnormality	Not Autism	1	False	0.0017450315075133302	0.0	18
4473	C0473579	Porokeratotic eccrine ostial and dermal duct nevus	disease		Neoplastic Process	Not Autism	1	False	0.0017450315075133302	0.0	18
4474	C1835672	Palmoplantar Keratoderma with Deafness	disease	C09;C10;C16;C17;C23	Disease or Syndrome	Not Autism	2	False	0.0017450315075133302	0.0	18
4475	C1844678	Progressive hearing loss stapes fixation	disease	C09;C10;C16;C23	Disease or Syndrome	Not Autism	3	False	0.0024236548715462916	2.4155842985561145e-05	25
4476	C1865234	ICHTHYOSIS, HYSTRIX-LIKE, WITH DEAFNESS	disease	C09;C10;C16;C17;C23	Disease or Syndrome	Not Autism	1	False	0.0017450315075133302	0.0	18
4477	C2673759	DEAFNESS, AUTOSOMAL RECESSIVE 1A (disorder)	disease	C09;C10;C23	Disease or Syndrome	Not Autism	3	False	0.0037809015996122155	0.0007604173114329593	39
4478	C2673760	DEAFNESS, DIGENIC, GJB2/GJB6 (disorder)	disease	C09;C10;C23	Disease or Syndrome	Not Autism	3	False	0.0037809015996122155	0.0007604173114329593	39
4479	C2673761	DEAFNESS, DIGENIC, GJB2/GJB3 (disorder)	disease	C09;C10;C23	Disease or Syndrome	Not Autism	3	False	0.0037809015996122155	0.0007604173114329593	39
4480	C2675750	DEAFNESS, AUTOSOMAL DOMINANT 3A (disorder)	disease	C09;C10;C23	Disease or Syndrome	Not Autism	1	False	0.0017450315075133302	0.0	18
4481	C3665333	Keratitis-Ichthyosis-Deafness Syndrome	disease	C11	Disease or Syndrome	Not Autism	2	False	0.0025206010664081437	5.777797755001163e-05	26
4482	C1851479	Keratoderma palmoplantaris transgrediens	disease	C16;C17	Disease or Syndrome	Not Autism	1	False	0.0007755695588948134	1.0223792708979412e-06	8
4483	C2675236	Deafness, Autosomal Dominant 2B	disease	C09;C10;C23	Disease or Syndrome	Not Autism	1	False	0.0007755695588948134	1.0223792708979412e-06	8
4484	C4509933	Peripheral neuropathy with sensorineural hearing impairment syndrome	disease		Disease or Syndrome	Not Autism	1	False	0.0007755695588948134	1.0223792708979412e-06	8
4485	C0268418	Deficiency of glycerol kinase	disease		Disease or Syndrome	Not Autism	1	False	0.0	0.0	0
4486	C0002985	Angiokeratoma	disease	C04	Neoplastic Process	Not Autism	1	False	0.00019389238972370335	0.0	2
4487	C0002986	Fabry Disease	disease	C10;C14;C16;C18	Disease or Syndrome	Not Autism	1	False	0.00019389238972370335	0.0	2
4488	C1970820	Fabry Disease, Cardiac Variant	disease	C10;C14;C16;C18	Disease or Syndrome	Not Autism	1	False	0.00019389238972370335	0.0	2
4489	C0085131	Gangliosidosis GM1	disease	C10;C16;C18	Disease or Syndrome	Not Autism	1	False	0.0010664081434803685	0.0	11
4490	C0268271	Gangliosidosis, Generalized GM1, Type 1 (disorder)	disease	C10;C16;C18	Disease or Syndrome	Not Autism	1	False	0.0010664081434803685	0.0	11
4491	C0268272	Gangliosidosis, Generalized GM1, Type 2	disease	C10;C16;C18	Disease or Syndrome	Not Autism	1	False	0.0010664081434803685	0.0	11
4492	C0268273	Gangliosidosis, Generalized GM1, Type 3	disease	C10;C16;C18	Disease or Syndrome	Not Autism	1	False	0.0010664081434803685	0.0	11
4493	C1968746	Gangliosidosis, Generalized GM1, Late-Infantile Type	disease	C10;C16;C18	Disease or Syndrome	Not Autism	1	False	0.0010664081434803685	0.0	11
4494	C1968748	Gangliosidosis, Generalized GM1, Type I, with Cardiac Involvement	disease	C10;C14;C16;C18	Disease or Syndrome	Not Autism	1	False	0.0010664081434803685	0.0	11
4495	C2718068	beta-Galactosidase Deficiency	disease	C10;C16;C18	Disease or Syndrome	Not Autism	1	False	0.0010664081434803685	0.0	11
4496	C0010074	Coronary Vessel Anomalies	group	C14;C16	Congenital Abnormality	Not Autism	1	False	9.694619486185167e-05	0.0	1
4497	C1856603	Gamma-Glutamylcysteine Synthetase Deficiency, Hemolytic Anemia due to	disease	C15	Disease or Syndrome	Not Autism	1	False	9.694619486185167e-05	0.0	1
4498	C1854664	LETHAL CONGENITAL CONTRACTURE SYNDROME 1	disease	C05;C16	Disease or Syndrome	Not Autism	1	False	9.694619486185167e-05	0.0	1
4499	C2678471	Lethal Arthrogryposis With Anterior Horn Cell Disease	disease	C05;C10;C16	Disease or Syndrome	Not Autism	1	False	9.694619486185167e-05	0.0	1
4500	C0004779	Basal Cell Nevus Syndrome	disease	C04;C05;C07;C16	Neoplastic Process	Not Autism	5	False	0.0026175472612699952	0.0002868030014992922	27
4501	C1835819	PITUITARY ANOMALIES WITH HOLOPROSENCEPHALY-LIKE FEATURES (disorder)	disease	C05;C10;C16;C19	Disease or Syndrome	Not Autism	1	False	0.0004847309743092584	3.2854064259569633e-06	5
4502	C1856892	Facial Dysmorphism with Multiple Malformations	disease	C05;C10;C16;C23	Disease or Syndrome	Not Autism	2	False	0.0017450315075133302	3.5060356311943614e-05	18
4503	C2751608	Pituitary Hormone Deficiency, Combined, 1	disease	C16;C19;C23	Disease or Syndrome	Not Autism	6	False	0.0018419777023751817	0.001087672661213667	19
4504	C4014479	CULLER-JONES SYNDROME	disease		Disease or Syndrome	Not Autism	1	False	0.0004847309743092584	3.2854064259569633e-06	5
4505	C0162835	Hypopigmentation disorder	group	C17	Disease or Syndrome	Not Autism	2	False	0.00116335433834222	0.00014869116441827357	12
4506	C0220697	POLYDACTYLY, POSTAXIAL	disease	C05;C16	Disease or Syndrome	Not Autism	1	False	0.00116335433834222	8.448779584706533e-07	12
4507	C0265220	Pallister-Hall syndrome	disease	C04;C05;C10;C16	Disease or Syndrome	Not Autism	1	False	0.00116335433834222	8.448779584706533e-07	12
4508	C0265306	Greig cephalopolysyndactyly syndrome	disease	C05;C16	Congenital Abnormality	Not Autism	1	False	0.00116335433834222	8.448779584706533e-07	12
4509	C0265553	Polysyndactyly	disease	C05;C16	Congenital Abnormality	Not Autism	6	False	0.0020358700920988853	0.0007331756539016897	21
4510	C0265633	Congenital absence of tibia	disease	C05;C16	Congenital Abnormality	Not Autism	1	False	0.00116335433834222	8.448779584706533e-07	12
4511	C0342418	Hypothalamic hamartomas	disease	C04;C10	Congenital Abnormality	Not Autism	1	False	0.00116335433834222	8.448779584706533e-07	12
4512	C1868111	Polydactyly, preaxial 4	disease	C05;C16	Disease or Syndrome	Not Autism	1	False	0.00116335433834222	8.448779584706533e-07	12
4513	C1868120	POSTAXIAL POLYDACTYLY, TYPE B	disease	C05;C16	Disease or Syndrome	Not Autism	1	False	0.00116335433834222	8.448779584706533e-07	12
4514	C2931760	Acrocallosal syndrome, Schinzel type	disease	C10;C16	Disease or Syndrome	Not Autism	3	False	0.0022297624818225885	0.0007096506921064783	23
4515	C3887487	Postaxial polydactyly type A	disease	C05;C16	Disease or Syndrome	Not Autism	3	False	0.00116335433834222	0.00019724432609070702	12
4516	C4282400	Polydactyly, Postaxial, Type A1	disease	C05;C16	Disease or Syndrome	Not Autism	1	False	0.00116335433834222	8.448779584706533e-07	12
4517	C1835614	Hereditary Hyperexplexia	disease	C05;C10;C23	Disease or Syndrome	Not Autism	4	False	0.0003877847794474067	0.0003269798510540384	4
4518	C3553291	HYPEREKPLEXIA 2	disease		Disease or Syndrome	Not Autism	1	False	9.694619486185167e-05	0.0	1
4519	C1847555	Hyperinsulinemic hypoglycemia, familial, 6	disease	C18	Disease or Syndrome	Not Autism	1	False	0.0	0.0	0
4520	C1864910	Glutamine deficiency, congenital	disease	C16;C18	Disease or Syndrome	Not Autism	1	False	0.000290838584585555	0.0	3
4521	C0268275	Tay-Sachs Disease, AB Variant	disease	C10;C16;C18	Disease or Syndrome	Not Autism	1	False	0.0	0.0	0
4522	C0346373	Malignant melanoma of iris	disease		Neoplastic Process	Not Autism	5	False	0.0013572467280659234	0.00014151303115881683	14
4523	C0346388	Malignant melanoma of choroid	disease		Neoplastic Process	Not Autism	5	False	0.0013572467280659234	0.00014151303115881683	14
4524	C1840347	HYPOCALCIURIC HYPERCALCEMIA, FAMILIAL, TYPE II (disorder)	disease	C18	Disease or Syndrome	Not Autism	1	False	0.0007755695588948134	4.922234535053317e-07	8
4525	C3809243	HYPOCALCEMIA, AUTOSOMAL DOMINANT 2	disease		Disease or Syndrome	Not Autism	1	False	0.0007755695588948134	4.922234535053317e-07	8
4526	C3838883	Phakomatosis cesioflammea	disease		Congenital Abnormality	Not Autism	2	False	0.0014541929229277752	0.0002498973669463566	15
4527	C3839296	Phakomatosis cesiomarmorata	disease		Congenital Abnormality	Not Autism	1	False	0.0007755695588948134	4.922234535053317e-07	8
4528	C0001618	Tumors of Adrenal Cortex	group	C04;C19	Neoplastic Process	Not Autism	3	False	0.0034900630150266603	0.0008619307757268132	36
4529	C0004245	Atrioventricular Block	disease	C14;C23	Disease or Syndrome	Not Autism	2	False	0.00232670867668444	0.0003019063736248172	24
4530	C0346402	Malignant neoplasm of adrenal cortex	disease	C04;C19	Neoplastic Process	Not Autism	3	False	0.0034900630150266603	0.0008619307757268132	36
4531	C3554447	DYSTONIA 25	disease		Disease or Syndrome	Not Autism	1	False	0.0014541929229277752	0.0	15
4532	C3809606	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 17	disease		Disease or Syndrome	Not Autism	1	False	9.694619486185167e-05	0.0	1
4533	C4479569	NEURODEVELOPMENTAL DISORDER WITH INVOLUNTARY MOVEMENTS	disease		Disease or Syndrome	Not Autism	1	False	9.694619486185167e-05	0.0	1
4534	C0038505	Sturge-Weber Syndrome	disease	C04;C10;C14	Congenital Abnormality	Not Autism	2	False	0.0007755695588948134	6.314885763255617e-05	8
4535	C0235752	Port-Wine Stain	disease	C16;C17	Congenital Abnormality	Not Autism	2	False	0.0007755695588948134	6.314885763255617e-05	8
4536	C0340803	Capillary malformation (disorder)	disease	C14;C16	Congenital Abnormality	Not Autism	1	False	0.0007755695588948134	5.500451349770098e-06	8
4537	C2931029	Nevi flammei, familial multiple	disease	C16;C17	Disease or Syndrome	Not Autism	1	False	0.0007755695588948134	5.500451349770098e-06	8
4538	C0016064	Fibrous Dysplasia, Monostotic	disease	C05	Disease or Syndrome	Not Autism	1	False	0.0032961706253029567	1.560406989514705e-05	34
4539	C0016065	Polyostotic fibrous dysplasia	disease	C05	Congenital Abnormality	Not Autism	1	False	0.0032961706253029567	1.560406989514705e-05	34
4540	C0033805	Pseudohypoaldosteronism	disease	C12;C13;C16;C18	Disease or Syndrome	Not Autism	10	False	0.0013572467280659234	1.775500264210482e-05	14
4541	C0033806	Pseudohypoparathyroidism	disease	C05;C16;C18	Disease or Syndrome	Not Autism	1	False	0.0032961706253029567	1.560406989514705e-05	34
4542	C0033835	Pseudopseudohypoparathyroidism	disease	C05;C16;C18	Disease or Syndrome	Not Autism	1	False	0.0032961706253029567	1.560406989514705e-05	34
4543	C0034013	Precocious Puberty	disease	C19	Disease or Syndrome	Not Autism	5	False	0.006204556471158507	0.0009461048771289288	64
4544	C0035204	Respiration Disorders	group	C08	Disease or Syndrome	Not Autism	3	False	0.0036839554047503635	0.00025192339010209395	38
4545	C0206724	Sex Cord-Stromal Tumor	disease	C04	Neoplastic Process	Not Autism	2	False	0.003877847794474067	0.0006276431256825946	40
4546	C0221263	Cafe-au-Lait Spots	phenotype	C17;C23	Finding	Not Autism	3	False	0.0034900630150266603	0.0002046247347247013	36
4547	C0221357	Brachydactyly	disease	C05;C16	Congenital Abnormality	Not Autism	3	False	0.004362578768783325	0.0008640195824137311	45
4548	C0242292	McCune-Albright Syndrome	disease	C05	Disease or Syndrome	Not Autism	1	False	0.0032961706253029567	1.560406989514705e-05	34
4549	C0268436	Pseudohypoaldosteronism, Type I	disease	C12;C13;C16;C18	Disease or Syndrome	Not Autism	10	False	0.0013572467280659234	1.775500264210482e-05	14
4550	C0334041	Osteoma cutis	disease	C05;C16;C17;C18;C23	Disease or Syndrome	Not Autism	1	False	0.0032961706253029567	1.560406989514705e-05	34
4551	C1449842	Pseudohypoaldosteronism, Type I, Autosomal Dominant	disease	C12;C13;C16;C18	Disease or Syndrome	Not Autism	10	False	0.0013572467280659234	1.775500264210482e-05	14
4552	C1449843	Pseudohypoaldosteronism, Type I, Autosomal Recessive	disease	C12;C13;C16;C18	Disease or Syndrome	Not Autism	10	False	0.0013572467280659234	1.775500264210482e-05	14
4553	C1449844	Pseudohypoaldosteronism, Type II	disease	C12;C13;C16;C18	Disease or Syndrome	Not Autism	10	False	0.0013572467280659234	1.775500264210482e-05	14
4554	C1841739	ACTH-INDEPENDENT MACRONODULAR ADRENAL HYPERPLASIA, SOMATIC	phenotype		Finding	Not Autism	1	False	0.0032961706253029567	1.560406989514705e-05	34
4555	C1864100	PSEUDOHYPOPARATHYROIDISM, TYPE IB	disease	C05;C16;C18	Disease or Syndrome	Not Autism	2	False	0.0032961706253029567	1.0505505256921764e-05	34
4556	C1969761	SEX CORD STROMAL TUMOR, SOMATIC	phenotype		Finding	Not Autism	1	False	0.0032961706253029567	1.560406989514705e-05	34
4557	C2675383	POLYOSTOTIC FIBROUS DYSPLASIA, SOMATIC, MOSAIC	phenotype		Finding	Not Autism	1	False	0.0032961706253029567	1.560406989514705e-05	34
4558	C2713447	Hyperpotassemia and Hypertension, Familial	disease	C12;C13;C16;C18	Disease or Syndrome	Not Autism	10	False	0.0013572467280659234	1.775500264210482e-05	14
4559	C2931404	Albright's hereditary osteodystrophy	disease	C05;C16;C18	Disease or Syndrome	Not Autism	1	False	0.0032961706253029567	1.560406989514705e-05	34
4560	C2932715	Pseudohypoparathyroidism Type 1B	disease	C05;C16;C18	Disease or Syndrome	Not Autism	2	False	0.0032961706253029567	1.0505505256921764e-05	34
4561	C2932716	Pseudohypoparathyroidism Type 1C	disease	C05;C16;C18	Disease or Syndrome	Not Autism	1	False	0.0032961706253029567	1.560406989514705e-05	34
4562	C3494506	Pseudohypoparathyroidism, Type Ia	disease	C05;C16;C18	Disease or Syndrome	Not Autism	1	False	0.0032961706253029567	1.560406989514705e-05	34
4563	C3697137	Fibrous dysplasia of bone with intramuscular myxoma	disease		Disease or Syndrome	Not Autism	1	False	0.0032961706253029567	1.560406989514705e-05	34
4564	C4016139	MCCUNE-ALBRIGHT SYNDROME, SOMATIC, MOSAIC	phenotype		Finding	Not Autism	1	False	0.0032961706253029567	1.560406989514705e-05	34
4565	C4016140	PSEUDOHYPOPARATHYROIDISM, TYPE IA, WITH TESTOTOXICOSIS	phenotype		Finding	Not Autism	1	False	0.0032961706253029567	1.560406989514705e-05	34
4566	C4540534	PITUITARY ADENOMA 3, MULTIPLE TYPES, SOMATIC	disease		Neoplastic Process	Not Autism	1	False	0.0032961706253029567	1.560406989514705e-05	34
4567	C4540535	PITUITARY ADENOMA 3, ACTH-SECRETING, SOMATIC	phenotype		Finding	Not Autism	1	False	0.0032961706253029567	1.560406989514705e-05	34
4568	C4540536	PITUITARY TUMOR 3, GROWTH HORMONE-SECRETING, SOMATIC	disease		Neoplastic Process	Not Autism	1	False	0.0032961706253029567	1.560406989514705e-05	34
4569	C4540602	PITUITARY ADENOMA 3, GROWTH HORMONE-SECRETING, SOMATIC	disease		Neoplastic Process	Not Autism	1	False	0.0032961706253029567	1.560406989514705e-05	34
4570	C1864870	Night Blindness, Congenital Stationary, Autosomal Dominant 3	disease	C11;C16	Disease or Syndrome	Not Autism	1	False	9.694619486185167e-05	0.0	1
4571	C4225345	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1G	disease		Disease or Syndrome	Not Autism	1	False	9.694619486185167e-05	0.0	1
4572	C0009398	Color vision defect	phenotype	C10;C11;C23	Disease or Syndrome	Not Autism	3	False	0.0014541929229277752	5.87595503607061e-05	15
4573	C0155015	Color Blindness, Red	disease	C10;C11;C23	Disease or Syndrome	Not Autism	4	False	0.0018419777023751817	0.00016343230741656869	19
4574	C0155018	Color Blindness, Acquired	phenotype	C10;C11;C23	Acquired Abnormality	Not Autism	3	False	0.0014541929229277752	5.87595503607061e-05	15
4575	C0239777	Color Blindness, Green	disease	C10;C11;C23	Disease or Syndrome	Not Autism	3	False	0.0014541929229277752	5.87595503607061e-05	15
4576	C0242225	Color blindness	disease	C10;C11;C23	Disease or Syndrome	Not Autism	3	False	0.0014541929229277752	5.87595503607061e-05	15
4577	C0271092	Progressive cone dystrophy (without rod involvement)	disease		Disease or Syndrome	Not Autism	4	False	0.0006786233640329617	7.272744698921184e-06	7
4578	C0751042	Color Blindness, Inherited	disease	C10;C11;C23	Disease or Syndrome	Not Autism	3	False	0.0014541929229277752	5.87595503607061e-05	15
4579	C0751043	Monochromatopsia	disease	C10;C11;C23	Disease or Syndrome	Not Autism	3	False	0.0014541929229277752	5.87595503607061e-05	15
4580	C1841721	ACHROMATOPSIA 4	disease	C10;C11;C16;C23	Disease or Syndrome	Not Autism	1	False	0.0010664081434803685	1.0294967813856029e-05	11
4581	C4310774	MENTAL RETARDATION, AUTOSOMAL DOMINANT 42	disease		Disease or Syndrome	Not Autism	1	False	0.0	0.0	0
4582	C4310758	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1H	disease		Disease or Syndrome	Not Autism	1	False	0.0	0.0	0
4583	C0042963	Vomiting	phenotype	C23	Sign or Symptom	Not Autism	6	False	0.007367910809500727	0.00017740548255207677	76
4584	C1856897	Eunuchoidism, familial hypogonadotropic	disease	C19	Disease or Syndrome	Not Autism	1	False	0.0013572467280659234	2.14914916897987e-06	14
4585	C0026706	Mucopolysaccharidosis III	disease	C16;C17;C18	Disease or Syndrome	Not Autism	4	False	0.0007755695588948134	5.9438526064415075e-05	8
4586	C0086647	Mucopolysaccharidosis Type IIIA	disease	C16;C17;C18	Disease or Syndrome	Not Autism	4	False	0.0007755695588948134	5.9438526064415075e-05	8
4587	C0086648	MPS III B	disease	C16;C17;C18	Disease or Syndrome	Not Autism	4	False	0.0007755695588948134	5.9438526064415075e-05	8
4588	C0086649	MPS III C	disease	C16;C17;C18	Disease or Syndrome	Not Autism	4	False	0.0007755695588948134	5.9438526064415075e-05	8
4589	C0086650	MPS III D	disease	C16;C17;C18	Disease or Syndrome	Not Autism	4	False	0.0007755695588948134	5.9438526064415075e-05	8
4590	C0005129	Bernard-Soulier Syndrome	disease	C15;C16	Disease or Syndrome	Not Autism	3	False	0.0009694619486185168	1.2607679220052187e-05	10
4591	C1280798	Von Willebrand disease, platelet type	disease	C15;C16	Disease or Syndrome	Not Autism	1	False	0.0008725157537566651	0.0	9
4592	C1847711	NONARTERITIC ANTERIOR ISCHEMIC OPTIC NEUROPATHY, SUSCEPTIBILITY TO	phenotype		Finding	Not Autism	1	False	0.0008725157537566651	0.0	9
4593	C1856447	Bernard-Soulier Syndrome, Type B	disease	C15;C16	Disease or Syndrome	Not Autism	3	False	0.0009694619486185168	1.2607679220052187e-05	10
4594	C1856448	Bernard-Soulier Syndrome, Type C	disease	C15;C16	Disease or Syndrome	Not Autism	3	False	0.0009694619486185168	1.2607679220052187e-05	10
4595	C2713537	Deficiency of Platelet Glycoprotein 1b	disease	C15;C16	Disease or Syndrome	Not Autism	3	False	0.0009694619486185168	1.2607679220052187e-05	10
